ID,Date,JobTitle,PostTitle,Pros,Cons,EmploymentStatus,Location,OverallRating,BenefitsRating,CareerOpportunityRating,SeniorManagementRating,WorkEnvironmentRating,WorkLifeBalanceRating,DiversityRating
2170830,2017-11-23T06:29:32Z,Customer Service Representative,My experience with the commonwealth bank was something i really enjoyed.,"Company is very team orientated.
Their overall focus and support given to staff is amazing.",None that i can think of.,former employee,"Victoria, Australia",5,5,5,5,5,5,5
2170721,2017-11-23T06:22:11Z,Change Manager,Great team,The culture of the organisation is excellent,I didnt experience any,former employee,"Brisbane City, Queensland, Australia",5,3,3,5,5,4,5
2172172,2017-11-23T06:12:25Z,Manager,Time to leave!,Some great people who just want to do the right thing.,Dealing with managers who are so disconnected or so old that they don’t know how to do anything.,former employee,"Parramatta, New South Wales, Australia",1,5,1,1,1,1,1
2013087,2017-10-06T02:05:47Z,Mobile Lender,CBA's high pressure work environment is not for everyone.,Great company to start your career in financial services before moving on after 5-10 years of service.,KPI are micro-measured via high volume activities and Sales revenue performance on a weekly/monthly basis.,current employee,"Western Australia, Australia",4,4,4,3,3,4,4
2011550,2017-10-05T20:21:16Z,Financial Planner,Would work there again,Great processes and good systems/support.,"To many levels of management, your just a number",former employee,"NSW, Australia",4,4,4,2,3,3,4
2011523,2017-10-05T20:14:03Z,Branch Manager,Very average salary for a bank,Good people work here,"Development 
Work life balance 
Disconnect between head office and branch",former employee,"NSW, Australia",3,3,2,2,4,2,4
2011557,2017-10-05T20:05:36Z,Branch Manager,"I would recommend to anyone and Cba has given me so much, but I’ve had to earn it.","Great training, continuous improvement, strong business methodology",Sometimes words are louder than actions from middle management. Budgets are tight.,current employee,"Queensland, Australia",4,4,5,3,4,4,4
2011463,2017-10-05T19:50:32Z,Customer Service Specialist,The people are good the job not great,The people are great,Not a lot of career progression opportunities,current employee,"Melbourne, Victoria, Australia",3,3,2,3,4,2,4
2009817,2017-10-05T11:51:38Z,CSA,I wouldn't work anywhere else,Everything! I love working for CBA,Some customers dislike change,current employee,"Brisbane City, Queensland, Australia",5,5,5,5,5,5,5
2008184,2017-10-05T08:38:58Z,Architect,Great culture and employers,"Work
Leave
Bonus
Flexibility",Flexibility and importants to family life,current employee,"Sydney, New South Wales, Australia",5,4,5,4,5,5,5
2008232,2017-10-05T08:30:19Z,Human Resources Officer,Treated like a number and this is why most HR personnel are on a contract,Staff deals are great. The technology is ok when it doesn't break.,"Lack of management support with development, no ongoing training, no notification when performance is lacking.",former employee,"Melbourne, Victoria, Australia",1,4,3,2,4,2,3
2008365,2017-10-05T08:11:55Z,Customer Service Specialist,Good opportunities but role clashed with my core values,Amazing career development opportunities,Encouraging people to make financial decisions that benefited the company and not the customer. Customers constantly personally blaming customer service staff for the decisions made by a huge corporation.,former employee,"New South Wales, Australia",2,3,5,5,3,5,5
2008119,2017-10-05T08:02:28Z,Customer Service Representative,"Loved the people, very structured.",Well managed.  Great benefits.,"Not thinking outside the box.  Business will remain the same, when it will be much more challenging.",former employee,"Sydney Olympic Park, New South Wales, Australia",5,5,4,4,4,5,5
2007612,2017-10-05T07:20:38Z,Risk Manager,Mixed.,Job security. Development.,Very slow paced. Lack of accountability.,current employee,"Sydney, New South Wales, Australia",3,4,3,1,3,5,5
2007584,2017-10-05T07:17:37Z,2IC,X,Work life balance and perks,Competition within the departments,former employee,"Melbourne City, Victoria, Australia",5,5,4,4,4,4,4
2006533,2017-10-05T07:02:54Z,Customer Service Representative,Great environment to work in,Meeting new customers and building friendship with them and having a great team work environment,Meeting monthly and Dailey targets,former employee,"Warragul, Victoria, Australia",5,5,5,5,5,4,5
2005084,2017-10-05T06:41:16Z,Customer Service Representative,"Tough, but good for the right person","It was a diverse work environment, and inclusion and diversity was strongly encouraged. The push a good culture.",KPIs are pushed like no tomorrow. The casual workforce felt insecure and I don’t believe it was managed well.,former employee,"Hobart, Tasmania, Australia",3,4,3,3,3,3,4
1961071,2017-09-22T06:33:34Z,Contact Centre Manager,Very poor engagement strategy for leadership and no active no active listening at executive level to frontline leaders.,Most of the people are fantastic trying to do their best.,"Work load, numbers driven and not quality focussed. Too much ambiguity and not enough accountability at the senior level.",former employee,"NSW, Australia",1,4,1,1,1,1,2
1916645,2017-09-09T00:26:16Z,Customer Banking Specialist,Not great,Career development if you are wanting to stay within the banking/finance field.,A lot. I don't even know where to start,former employee,"Melbourne, Victoria, Australia",1,2,4,1,2,3,2
1916257,2017-09-08T17:45:36Z,Customer Service Representative,What happened to customer service?? Sales sales sales,Creating and developing working relationships within a variety of job roles.,Working in a SERVICE based industry that only cares about increasing sales and profits rather than actual customer service,former employee,"Mornington Peninsula, Victoria, Australia",3,2,3,2,3,3,5
1915668,2017-09-08T12:51:48Z,N/A,Promotion not by merit.,They don't send jobs to overseas.,Too many inner circles. Very bureaucratic.,former employee,"Sydney, New South Wales, Australia",1,2,2,1,1,2,3
1910363,2017-09-07T08:09:42Z,Customer Service Representative,Boring,Unlimited sick leave,Too many task for customer service rep,former employee,"Sydney Olympic Park, New South Wales, Australia",3,3,3,3,5,3,4
1908121,2017-09-07T01:49:56Z,Senior Project Support Officer,Great company with so many opportunities,Very diverse environment and very nice people culture,A lot of pressure to get things done,current employee,"Sydney, New South Wales, Australia",5,5,4,5,5,5,5
1905025,2017-09-06T08:59:42Z,General Sales Person,Treated like a child,Repititon of daily tasks,Overbearing survellience of staff,former employee,"Launceston, Tasmania, Australia",1,1,1,1,1,1,1
1904437,2017-09-06T07:46:10Z,Executive Manager,Would not work there again.,Location is convenient.,Management lacks integrity & encourages a naked ambition culture that disregards collaboration.,former employee,"Sydney, New South Wales, Australia",2,2,2,1,3,1,2
1904456,2017-09-06T07:37:52Z,Software Test Analyst,I wasted my 9 years of career in cba and do not recommend any one to work there,"There was none, no career progression, poor management","No growth, treat you like a number and when they were done, just showed me the door no mercy or loyalty",former employee,"Sydney Olympic Park, New South Wales, Australia",1,1,1,1,1,1,1
1877072,2017-08-28T10:01:37Z,EM,"A great place to work in the earlier years, lost its way in recent times.",Flexible working policy. Above average salary.,Management say one thing do another. Not customer focused. Shareholder driven,former employee,"Sydney, New South Wales, Australia",4,4,3,3,3,4,5
1864869,2017-08-23T00:00:05Z,Markets IT,Disappointed thought they had a good reputation,Office location and facilities,Lack of process standards or procedures,current employee,"Sydney, New South Wales, Australia",3,2,3,1,2,3,3
1862076,2017-08-22T03:50:22Z,Customer Service Specialist,Was good in the beginning but it's terrible now not happy,Good for people who can work under stress and young in age,Pressure of sales and targets,former employee,"NSW, Australia",2,5,1,2,3,3,1
1858559,2017-08-21T05:23:25Z,Build And Release Engineer,Awesome environment to work,"Nice people to work with. 
Challenging projects to work on
Focus on innovation and latest technologies
Great work life balance",None I can think of.,current employee,"Sydney, New South Wales, Australia",5,4,5,5,5,5,5
1857177,2017-08-21T00:50:50Z,Customer Service Officer,Over hall great place to work. Friendly staff a good management.,Family friendly and flexible work life balance,Short of staff no chance at present to training staff correctly,former employee,"Traralgon, Victoria, Australia",4,3,5,5,5,5,5
1856545,2017-08-20T22:26:57Z,IT Service Delivery Manager,A great place to shine,People you work with are usually very talented. The salary aint bad either.,Workloads and constant change/restructures,former employee,"Sydney, New South Wales, Australia",5,5,5,4,5,5,5
1851085,2017-08-19T06:25:16Z,Customer Service Specialist,Good exposure to products and trainnings,Customer service specialist,Everyday is different,former employee,"Sydney, New South Wales, Australia",3,3,4,3,3,5,4
1850408,2017-08-19T04:31:22Z,Officer,Great opportunity to start out a career,Technology and benefits,Management opportunities,former employee,"Parramatta, New South Wales, Australia",4,5,3,3,4,4,5
1846869,2017-08-19T00:04:52Z,Risk Analyst,Excellent employer!,Excellent work life balance,Compensation and negative media coverage,current employee,"Sydney, New South Wales, Australia",5,4,5,4,5,5,5
1844574,2017-08-18T08:03:18Z,Manager,Great place,Great culture and great technology,Closed minded internal HR,former employee,2000,5,4,4,4,5,5,3
1842486,2017-08-17T23:44:57Z,Associate,Need to let less experience staff to be more exposed to upskill,Can join group super and group health funds as an employee,"Depends on the managers, your career path would be very different",current employee,"Sydney Olympic Park, New South Wales, Australia",3,2,2,2,3,3,2
1842345,2017-08-17T22:58:32Z,Senior HR Manager,I would not recommend,Employee led diversity groups,"Aggressive management style throughout, especially HR leadership",former employee,"Sydney, New South Wales, Australia",1,2,2,1,1,2,1
1841997,2017-08-17T20:41:34Z,Customer Service Representative,Soul destroying experience,Fellow  Staff Members & New Facilities,High Volume Calls up to 600 per week for 8 years,former employee,"Melbourne, Victoria, Australia",1,3,1,1,1,4,3
